,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
63,0.2732,Sat Oct 06 00:25:09 +0000 2018,0.739,0.103,0.158,CNN,"What's behind President Trump's drop on the Forbes annual ""400 Wealthiest"" list? CNN's Brian Todd reports… https://t.co/wwfdgjGrM7",64
64,0.4215,Sat Oct 06 00:17:01 +0000 2018,0.859,0.0,0.141,CNN,An ongoing US military research project that is exploring a new biotechnology to genetically modify mature crops ha… https://t.co/7oPMq4AhAr,65
65,0.7506,Sat Oct 06 00:08:24 +0000 2018,0.766,0.0,0.234,CNN,"RT @OutFrontCNN: ""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" - Alaska…",66
66,0.7003,Sat Oct 06 00:08:08 +0000 2018,0.766,0.0,0.234,CNN,"RT @CNNPolitics: Republican Sen. Lisa Murkowski: ""I was truly leaning toward supporting Judge Kavanaugh in his nomination, as I looked to t…",67
67,-0.3182,Sat Oct 06 00:05:21 +0000 2018,0.897,0.103,0.0,CNN,Senate Judiciary Chairman Chuck Grassley suggested that the lack of women on the committee was due to its heavy wor… https://t.co/fTPj8ZSr5i,68
68,0.0,Fri Oct 05 23:58:41 +0000 2018,1.0,0.0,0.0,CNN,25 headlines that sum up this week in the Trump administration | Analysis by CNN's Brenna Williams… https://t.co/0Ru6aCAqVx,69
69,0.7906,Fri Oct 05 23:57:59 +0000 2018,0.72,0.0,0.28,CNN,"RT @OutFrontCNN: Justice Elena Kagan expresses concern as to whether the Supreme Court will have a ""middle position"" going forward https://…",70
70,0.0,Fri Oct 05 23:57:39 +0000 2018,1.0,0.0,0.0,CNN,"RT @OutFrontCNN: Alaska Sen. Lisa Murkowski, who is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to th…",71
71,0.0,Fri Oct 05 23:41:06 +0000 2018,1.0,0.0,0.0,CNN,Alaska Sen. Lisa Murkowski is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to… https://t.co/wmqQuuPUca,72
72,0.3818,Fri Oct 05 23:39:33 +0000 2018,0.786,0.079,0.136,CNN,"RT @OutFrontCNN: ""This is a major win for the Republican establishment, no question. We'll see now what voters have to say as they chew thi…",73
73,0.3612,Fri Oct 05 23:39:20 +0000 2018,0.902,0.0,0.098,CNN,"RT @CNNSitRoom: Dr. Christine Blasey Ford's lawyer tells Dana Bash ""I don't think she has any regrets,"" adding, ""I think she feels like she…",74
74,0.3612,Fri Oct 05 23:34:01 +0000 2018,0.884,0.0,0.116,CNN,"""Our country has allowed men like Brett Kavanaugh to use our founding documents to preserve their power and privile… https://t.co/ioTWLte7MQ",75
75,0.0,Fri Oct 05 23:27:06 +0000 2018,1.0,0.0,0.0,CNN,"By the time GOP Sen. Susan Collins finished her speech on the Senate floor, Democrats in Maine had begun speculatin… https://t.co/D6I5YJEliX",76
76,0.0,Fri Oct 05 23:11:02 +0000 2018,1.0,0.0,0.0,CNN,There are slightly more Republican-appointed federal judges sitting on the bench right now than those appointed by… https://t.co/n07Qj049vU,77
77,0.0,Fri Oct 05 23:01:02 +0000 2018,1.0,0.0,0.0,CNN,First lady Melania Trump's latest white hat evokes a colonialist comparison https://t.co/kOErJuwqGh https://t.co/pcL3sGBI2h,78
78,0.0,Fri Oct 05 22:57:36 +0000 2018,1.0,0.0,0.0,CNN,"RT @CNNSitRoom: ""The reality is, he showed me who he was when he was before the Senate Judiciary Committee ... he showed me to be a partisa…",79
79,0.0772,Fri Oct 05 22:51:03 +0000 2018,0.929,0.0,0.071,CNN,"Susan Rice tweets ""Me"" when asked who could challenge Maine GOP Sen. Susan Collins in 2020 https://t.co/bD1hrp3mkM https://t.co/MMVixtXe7v",80
80,0.4215,Fri Oct 05 22:41:04 +0000 2018,0.865,0.0,0.135,CNN,The FDA has revoked the use of seven food additives after environmentalists and food safety experts presented data… https://t.co/1DIF89OHR6,81
81,0.25,Fri Oct 05 22:31:03 +0000 2018,0.708,0.123,0.17,CNN,Partisanship questions threaten to shadow Brett Kavanaugh on the Supreme Court | Analysis by CNN's Joan Biskupic… https://t.co/FrJLG86Ta1,82
82,0.0,Fri Oct 05 22:25:04 +0000 2018,1.0,0.0,0.0,CNN,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/hSstb7ls9r",83
83,0.0,Fri Oct 05 22:21:06 +0000 2018,1.0,0.0,0.0,CNN,A police escort led a convoy of buses and cars on the way to Pike County High School's first game since Dylan Thoma… https://t.co/DQjbpsahZv,84
84,-0.1779,Fri Oct 05 22:21:05 +0000 2018,0.403,0.322,0.275,CNN,A top US admiral warns of a Russian submarine threat https://t.co/sCBTG8liJO https://t.co/zYBgNcAXzg,85
85,-0.0258,Fri Oct 05 22:21:02 +0000 2018,0.642,0.209,0.15,CNN,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfQ6xiu https://t.co/n8ikknh1C5",86
86,0.0,Fri Oct 05 22:13:05 +0000 2018,1.0,0.0,0.0,CNN,"""The investigation and much of what has gone along with it amount to a cover-up,"" Frida Ghitis writes about the Kav… https://t.co/1pXsRiwNqz",87
87,0.6378,Fri Oct 05 22:02:59 +0000 2018,0.633,0.113,0.253,CNN,"RT @CNNSitRoom: ""I'm very disappointed ... we're going to put, on the Supreme Court, for a lifetime appointment, someone with this kind of…",88
88,0.0,Fri Oct 05 22:01:02 +0000 2018,1.0,0.0,0.0,CNN,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/YPuyY7dBn6",89
89,0.4404,Fri Oct 05 22:01:00 +0000 2018,0.868,0.0,0.132,CNN,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/ofgtyZvze2",90
90,0.0,Fri Oct 05 21:39:18 +0000 2018,1.0,0.0,0.0,CNN,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/PfjRmoKOtU",91
91,0.2023,Fri Oct 05 21:26:27 +0000 2018,0.886,0.0,0.114,CNN,An eight-year-old girl found a pre-Viking-era sword while she was playing in a lake in Sweden… https://t.co/sfeAJqtTyT,92
92,0.0,Fri Oct 05 21:22:53 +0000 2018,1.0,0.0,0.0,CNN,"Did a breach at Duke Energy's L.V. Sutton plant in Wilmington, North Carolina -- which stores coal ash -- last mont… https://t.co/noZBsVRpcT",93
93,0.6908,Fri Oct 05 21:16:48 +0000 2018,0.759,0.0,0.241,CNN,"Doctors are giving ""nature prescriptions"" in the UK's Shetland Islands in an effort to encourage patients to reap t… https://t.co/MsMApyuELR",94
94,-0.34,Fri Oct 05 21:06:53 +0000 2018,0.862,0.138,0.0,CNN,"One year ago, they investigated Harvey Weinstein and sparked a fire that changed the world https://t.co/K3aKbQlZ3o https://t.co/AnKjw9KJqT",95
95,-0.1531,Fri Oct 05 21:03:33 +0000 2018,0.769,0.127,0.104,CNN,"RT @TheLeadCNN: After Senators Collins and Manchin say they'll vote yes on Kavanaugh, Democratic Sen. Dick Durbin says that his message to…",96
96,0.7906,Fri Oct 05 20:49:58 +0000 2018,0.632,0.0,0.368,CNN,Susan Collins just made Brett Kavanaugh a Supreme Court justice | Analysis by @CillizzaCNN https://t.co/88xhhaQuhP https://t.co/ifbtg0vbCJ,97
97,0.0,Fri Oct 05 20:44:44 +0000 2018,1.0,0.0,0.0,CNN,"RT @TheLeadCNN: ""This is going to be an issue"" that will ""boost"" Democrat voters, says @TaraSetmayer, after key Senators Collins and Manchi…",98
98,0.7184,Fri Oct 05 20:42:43 +0000 2018,0.75,0.0,0.25,CNN,"Brett Kavanaugh appears to have enough Senate votes to be confirmed to the Supreme Court, likely giving President T… https://t.co/UlTjXRj3Nt",99
99,0.4404,Fri Oct 05 20:35:30 +0000 2018,0.838,0.0,0.162,CNN,Republican Sen. Susan Collins just announced that she is supporting Brett Kavanaugh's confirmation after delivering… https://t.co/GYIvs19RFs,100
0,0.5994,Sat Oct 06 15:25:00 +0000 2018,0.766,0.0,0.234,Fox News,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/Jgm5VofN9c,1
1,0.0,Sat Oct 06 15:09:21 +0000 2018,1.0,0.0,0.0,Fox News,Banksy’s painting self-destructs moments after it’s sold for $1.4M https://t.co/XclgA6tT3b,2
2,0.5574,Sat Oct 06 14:58:10 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/YuAxxqX95O,3
3,0.0,Sat Oct 06 14:53:45 +0000 2018,1.0,0.0,0.0,Fox News,".@lisamurkowski to vote ‘present’ on Kavanaugh so @SteveDaines can attend daughter’s wedding
https://t.co/JVfxc6dtmm",4
4,0.4404,Sat Oct 06 14:44:41 +0000 2018,0.868,0.0,0.132,Fox News,"Mark Penn: “I hope as part of the postmortem of this, more Democrats will rethink the strategy of resistance.” https://t.co/gDQR4l3myo",5
5,-0.2263,Sat Oct 06 14:35:21 +0000 2018,0.787,0.213,0.0,Fox News,Protesters Rally Ahead of Final Kavanaugh Vote https://t.co/mpZw1s98mO,6
6,0.5574,Sat Oct 06 14:32:50 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/ze0raFfE8l,7
7,0.7178,Sat Oct 06 14:31:29 +0000 2018,0.76,0.0,0.24,Fox News,".@AlanDersh: “I think that he now, once he’s confirmed, has an opportunity to go forward and be a very good justice… https://t.co/fyUeIqYndh",8
8,-0.5799,Sat Oct 06 14:25:00 +0000 2018,0.727,0.273,0.0,Fox News,.@SenJoniErnst: “This really was a very shameful process by the Democrats.” https://t.co/5vYXDpB55J,9
9,0.7351,Sat Oct 06 14:22:00 +0000 2018,0.763,0.0,0.237,Fox News,.@SenJoniErnst: “I do believe that we will pick up seats in the United States Senate… and I think we can gain momen… https://t.co/sHNwkRd6CM,10
10,0.6369,Sat Oct 06 14:18:21 +0000 2018,0.679,0.0,0.321,Fox News,.@SenJoniErnst: “In the United States we are presumed innocent until proven guilty.” https://t.co/rovAVJBKBs,11
11,0.0,Sat Oct 06 14:14:11 +0000 2018,1.0,0.0,0.0,Fox News,.@SenJoniErnst: “Any Senator that maybe steps away or has different thoughts about any large issue facing our natio… https://t.co/lk32OX0ZSZ,12
12,0.0,Sat Oct 06 14:11:37 +0000 2018,1.0,0.0,0.0,Fox News,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/L41YlDZ9Ez,13
13,0.5574,Sat Oct 06 14:08:35 +0000 2018,0.833,0.0,0.167,Fox News,.@SenJoniErnst: “I do believe that we will confirm Judge Kavanaugh to be our next US Supreme Court Justice.” https://t.co/vfXrytkySJ,14
14,0.5994,Sat Oct 06 13:55:00 +0000 2018,0.766,0.0,0.234,Fox News,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/ecZYYmwFmY,15
15,0.7783,Sat Oct 06 13:50:44 +0000 2018,0.657,0.0,0.343,Fox News,.@BillCassidy: “Brett Kavanaugh will be an outstanding jurist and he will be approved today.” https://t.co/Q6GkNh9DUG,16
16,-0.3612,Sat Oct 06 13:42:14 +0000 2018,0.828,0.172,0.0,Fox News,Melania Trump criticized for wearing white pith helmet in Kenya during safari https://t.co/hipLRoez3d,17
17,0.5106,Sat Oct 06 13:31:37 +0000 2018,0.732,0.0,0.268,Fox News,.@RealDeanCain: “It may have energized Republicans more than anybody.” https://t.co/73NfzHL3eb,18
18,0.128,Sat Oct 06 13:25:00 +0000 2018,0.773,0.101,0.126,Fox News,".@JonahNRO: “Mitch McConnell, I think deserves an enormous amount of credit for doing this. He blocked Merrick Garl… https://t.co/YxhaiVr6U5",19
19,-0.2263,Sat Oct 06 13:17:51 +0000 2018,0.759,0.241,0.0,Fox News,Mass Protests Expected Today; @GillianHTurner reports https://t.co/ruOOYT5163,20
20,0.6369,Sat Oct 06 13:00:15 +0000 2018,0.802,0.0,0.198,Fox News,.@GreggJarrett: “I thought that was the best speech on the floor of the Senate that I’ve seen.” https://t.co/5H5DEZBN7n,21
21,0.5574,Sat Oct 06 12:54:49 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/IUblpxVJT4,22
22,-0.34,Sat Oct 06 12:49:01 +0000 2018,0.844,0.156,0.0,Fox News,"Pet cat disappears from owner's Montana home, reappears over a year later in Nevada https://t.co/AXUF3tL4uY",23
23,0.0772,Sat Oct 06 12:34:30 +0000 2018,0.947,0.0,0.053,Fox News,".@SenCapito: “I don’t want to give up anybody’s right to yell at me or tell me what they think, cause that’s the wa… https://t.co/h56AbEr7lA",24
24,0.0,Sat Oct 06 12:30:23 +0000 2018,1.0,0.0,0.0,Fox News,".@SenCapito: “When it comes right down to it, the fairness aspect of what we’ve seen moving forward, is why I think… https://t.co/fLNKkvHn4h",25
25,0.0,Sat Oct 06 12:27:00 +0000 2018,1.0,0.0,0.0,Fox News,Senate Expected to Confirm Kavanaugh Today; @ChadPergram reports https://t.co/0JvZx8ncZT,26
26,-0.4588,Sat Oct 06 12:25:06 +0000 2018,0.765,0.168,0.066,Fox News,'Jersey Shore' star Mike 'The Situation' Sorrentino speaks out following 8-month prison sentence for tax evasion https://t.co/lWkNpvX14X,27
27,0.5256,Sat Oct 06 12:21:01 +0000 2018,0.816,0.0,0.184,Fox News,".@mercedesschlapp: “I’m incredibly proud of working with this president, who has stood by Judge Kavanaugh.” https://t.co/hf5JqeQhlB",28
28,0.4678,Sat Oct 06 12:18:28 +0000 2018,0.816,0.0,0.184,Fox News,".@mercedesschlapp: “It’s such a huge win for the president, but not only for the president, but for the nation, for… https://t.co/r8b8M5vFdF",29
29,0.0,Sat Oct 06 12:14:30 +0000 2018,1.0,0.0,0.0,Fox News,".@mercedesschlapp: “President Trump stood by Brett Kavanaugh throughout this whole process, I don’t know if any oth… https://t.co/C2UzLmOSTu",30
30,0.4939,Sat Oct 06 12:11:14 +0000 2018,0.789,0.0,0.211,Fox News,".@mercedesschlapp: “Clearly for Senator Collins, this was a moment of courage for her.” https://t.co/ygfDs0TZhb",31
31,0.0,Sat Oct 06 12:03:06 +0000 2018,1.0,0.0,0.0,Fox News,Senate Expected to Confirm Kavanaugh Today https://t.co/Mjv28AAvHR,32
32,0.4404,Sat Oct 06 11:58:45 +0000 2018,0.868,0.0,0.132,Fox News,.@cindyhydesmith: “We just wanted Susan Collins to know that we were close to her and we were supporting her.” https://t.co/WzwE3wO9Fl,33
33,0.5994,Sat Oct 06 11:55:00 +0000 2018,0.766,0.0,0.234,Fox News,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/7HpLCcLnFq,34
34,0.3182,Sat Oct 06 11:52:36 +0000 2018,0.897,0.0,0.103,Fox News,".@kayleighmcenany: “For the first time, you will have a court that respects the rule of law and the place of Congre… https://t.co/NyOusuw2kd",35
35,0.0,Sat Oct 06 11:42:30 +0000 2018,1.0,0.0,0.0,Fox News,".@TheWorldsFrates: “Senators Joe Manchin, Collins and Flake, what they have signaled to America is that we adhere t… https://t.co/iTxNuoBEdd",36
36,-0.0258,Sat Oct 06 11:39:23 +0000 2018,0.793,0.106,0.101,Fox News,".@RochelleRitchie: “I think it is fair to say that there was, unfortunately, not enough tangible evidence to hold K… https://t.co/EzidJOylUh",37
37,0.0,Sat Oct 06 11:28:24 +0000 2018,1.0,0.0,0.0,Fox News,.@FLOTUS Lands in Egypt https://t.co/TfJ8Xndpol,38
38,-0.6705,Sat Oct 06 11:15:00 +0000 2018,0.645,0.355,0.0,Fox News,'Murphy Brown' makes real Sarah Sanders a target of fake reporter's rant https://t.co/YDhtrxTuuX,39
39,0.0,Sat Oct 06 11:10:00 +0000 2018,1.0,0.0,0.0,Fox News,Here comes the judge: Autonomous cop car is a mobile courthouse https://t.co/5XbvCatn69,40
40,0.5965,Sat Oct 06 11:01:00 +0000 2018,0.739,0.0,0.261,Fox News,A Kavanaugh confirmation would likely pave way for a more conservative Supreme Court https://t.co/bkvI3nbmZ1,41
41,0.1779,Sat Oct 06 10:55:00 +0000 2018,0.866,0.0,0.134,Fox News,"Robert Mueller's team begins seizing Manafort's assets, including Trump Tower condo https://t.co/ydMQyTzfnw",42
42,0.6369,Sat Oct 06 10:50:00 +0000 2018,0.755,0.0,0.245,Fox News,"Jim McLaughlin: “They’re seeing the radicalization of the Democratic Party, and they don’t like it. Those pictures… https://t.co/8lVlm9R47u",43
43,0.0,Sat Oct 06 10:45:02 +0000 2018,1.0,0.0,0.0,Fox News,Jim McLaughlin on @Sen_JoeManchin: “It was all about political survival for him.” @foxandfriends… https://t.co/fhbYtAyHqq,44
44,0.5574,Sat Oct 06 10:41:29 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/3oJPwha6I5,45
45,0.0,Sat Oct 06 10:40:00 +0000 2018,1.0,0.0,0.0,Fox News,Senate expected to confirm Kavanaugh today @foxandfriends https://t.co/2psN84CsKW,46
46,-0.9118,Sat Oct 06 10:38:00 +0000 2018,0.442,0.558,0.0,Fox News,"Violent fight over cocaine led to ex-Playboy model's strangulation death, suspect told police https://t.co/KqgKiRzDFe",47
47,0.4391,Sat Oct 06 10:33:41 +0000 2018,0.855,0.0,0.145,Fox News,Andrea Bottner on @SenatorCollins: “She is one of the most thoughtful and well-reasoned and bipartisan working sena… https://t.co/yVOqLy15rz,48
48,0.3612,Sat Oct 06 10:30:00 +0000 2018,0.878,0.0,0.122,Fox News,".@LindseyGrahamSC: ""One thing I like about @SenatorCollins: If you think you can change her mind by yelling at her… https://t.co/jcsGrNR1NI",49
49,-0.2732,Sat Oct 06 10:22:00 +0000 2018,0.851,0.149,0.0,Fox News,Oklahoma man faces charges for shooting deer hours before hunting season starts https://t.co/pEmaePLsV4,50
50,0.4215,Sat Oct 06 10:15:00 +0000 2018,0.859,0.0,0.141,Fox News,".@LindseyGrahamSC on Senator Collins' Kavanaugh remarks: ""I think she saved the Senate and the judiciary from slidi… https://t.co/8dDiGTBoSV",51
51,-0.25,Sat Oct 06 10:07:00 +0000 2018,0.895,0.105,0.0,Fox News,Debra Messing says she would rather be stuck in an elevator with Donald Trump than Susan Sarandon https://t.co/fedtYveJ2l,52
52,0.4404,Sat Oct 06 10:00:00 +0000 2018,0.884,0.0,0.116,Fox News,".@senatemajldr on Kavanaugh vote: ""We had to move on this. This was not going to get any better if we didn't vote."" https://t.co/0tXmCfvZn8",53
53,-0.7845,Sat Oct 06 09:52:00 +0000 2018,0.635,0.365,0.0,Fox News,Judge OKs death penalty for 'human monster' linked to slayings of 5 California women https://t.co/99XH3MAyd6,54
54,-0.3875,Sat Oct 06 09:45:00 +0000 2018,0.859,0.141,0.0,Fox News,".@seanhannity on Kavanaugh nomination: ""I don't care if you're a Republican or Democrat, liberal or conservative. W… https://t.co/u1YUg84K5L",55
55,0.0,Sat Oct 06 09:38:00 +0000 2018,1.0,0.0,0.0,Fox News,NBC station fires reporter for wearing MAGA hat while covering @realDonaldTrump rally https://t.co/7WiqYeog2a,56
56,-0.25,Sat Oct 06 09:30:00 +0000 2018,0.833,0.109,0.057,Fox News,".@SenatorCollins on Kavanaugh nomination: ""I do not believe that these charges can fairly prevent Judge Kavanaugh f… https://t.co/d7bkOYcsMF",57
57,0.0,Sat Oct 06 09:22:00 +0000 2018,1.0,0.0,0.0,Fox News,"RACCOONS VS. SPRINKLER: The Greenwood Wildlife Rehabilitation Center in Boulder, Colorado, released this video of r… https://t.co/0JU5abkYs3",58
58,0.2263,Sat Oct 06 09:15:00 +0000 2018,0.739,0.108,0.153,Fox News,".@SenJohnKennedy: ""There are no winners I'll bet you...this time tomorrow night Judge Kavanaugh...he won't feel lik… https://t.co/9wl7VMir0K",59
59,-0.2263,Sat Oct 06 09:07:00 +0000 2018,0.853,0.147,0.0,Fox News,"La Croix contains same ingredient found in cockroach insecticide, lawsuit claims https://t.co/gZnkEHIRIb",60
60,-0.5733,Sat Oct 06 09:00:01 +0000 2018,0.761,0.239,0.0,Fox News,".@JesseBWatters on Kavanaugh testimony: ""Democrats don't like the fact that he cried, because that emotion propelle… https://t.co/mpzylGYM0N",61
61,0.0,Sat Oct 06 08:52:00 +0000 2018,1.0,0.0,0.0,Fox News,"Zac Brown, wife Shelly divorcing after 12 years of marriage: 'We have led a whirlwind life' https://t.co/FqFBkKqGq8",62
62,-0.3818,Sat Oct 06 08:45:00 +0000 2018,0.874,0.126,0.0,Fox News,".@SenTedCruz: ""I think this Kavanaugh fight really underscores what the stakes are in U.S. Senate races across the… https://t.co/MUhWozSxSN",63
63,0.128,Sat Oct 06 08:38:00 +0000 2018,0.87,0.0,0.13,Fox News,@ChuckGrassley demands correspondence between Ford legal team and Dem senators https://t.co/blv5JHsUCU,64
64,0.4767,Sat Oct 06 08:30:00 +0000 2018,0.853,0.0,0.147,Fox News,".@JesseBWatters on Kavanaugh nomination: ""I think people respect the fact that this president did not back down, th… https://t.co/QfTPN9Hkb3",65
65,0.0,Sat Oct 06 08:21:00 +0000 2018,1.0,0.0,0.0,Fox News,"West Virginia's @Sen_JoeManchin, a red-state Democrat and key swing vote, described Judge Brett Kavanaugh Friday.… https://t.co/lBDBJEulqd",66
66,0.0,Sat Oct 06 08:15:00 +0000 2018,1.0,0.0,0.0,Fox News,".@SenMikeLee: “Sure, he raised his voice. Absolutely he did. I think most people…if faced with the kinds of accusat… https://t.co/XMNwVYxWue",67
67,0.5574,Sat Oct 06 08:09:35 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/UKe6nXwZod,68
68,0.4404,Sat Oct 06 08:07:00 +0000 2018,0.756,0.0,0.244,Fox News,American Bar Association reconsiders supporting Kavanaugh due to 'temperament' https://t.co/hNfIIMWtJA,69
69,-0.765,Sat Oct 06 07:59:00 +0000 2018,0.72,0.28,0.0,Fox News,".@seanhannity: ""For the last 22 days we Americans, we have witnessed what is an unrivaled insanity, a madness that… https://t.co/C9s3MzDLgG",70
70,0.7506,Sat Oct 06 07:52:00 +0000 2018,0.67,0.0,0.33,Fox News,"Former President @GeorgeHWBush praised the ""political courage and class"" displayed by @SenatorCollins following her… https://t.co/I8NIrDKL1A",71
71,-0.5574,Sat Oct 06 07:45:00 +0000 2018,0.854,0.146,0.0,Fox News,".@SenTedCruz: ""What we've seen in the last two years is the extreme left is just filled with rage, they're filled w… https://t.co/bR0CDJXlG3",72
72,0.4939,Sat Oct 06 07:38:00 +0000 2018,0.833,0.0,0.167,Fox News,"Claim of 'thorough' FBI probe of Kavanaugh is 'absurd,' says friend of Ford who wasn't interviewed https://t.co/ubsgpjwm1J",73
73,-0.2732,Sat Oct 06 07:30:00 +0000 2018,0.669,0.209,0.121,Fox News,".@SenTedCruz on Kavanaugh nomination: ""It was a ridiculous circus and they were willing to smear a good man and his… https://t.co/52WZljnDTF",74
74,0.0,Sat Oct 06 07:22:00 +0000 2018,1.0,0.0,0.0,Fox News,GOP congressman offers plane so Sen. Daines can attend daughter's Montana wedding and still vote for Kavanaugh https://t.co/de4bV6EUfd,75
75,0.3612,Sat Oct 06 07:15:00 +0000 2018,0.878,0.0,0.122,Fox News,".@LindseyGrahamSC: ""One thing I like about @SenatorCollins: If you think you can change her mind by yelling at her… https://t.co/06hKFdWVjj",76
76,-0.296,Sat Oct 06 07:09:00 +0000 2018,0.833,0.167,0.0,Fox News,"New Navy ship-to-shore connector transports tanks, brings new amphibious warfare era https://t.co/gZvTDP3smr",77
77,0.4404,Sat Oct 06 07:01:00 +0000 2018,0.734,0.0,0.266,Fox News,Dodgers blank Braves 3-0 for 2-0 NLDS lead https://t.co/HatI06bSg9,78
78,0.4215,Sat Oct 06 06:55:00 +0000 2018,0.851,0.0,0.149,Fox News,".@LindseyGrahamSC on @SenatorCollins' Kavanaugh remarks: ""I think she saved the Senate and the judiciary from slidi… https://t.co/8SBqjoRNzb",79
79,0.0,Sat Oct 06 06:50:00 +0000 2018,1.0,0.0,0.0,Fox News,Olympic swimmer Ryan Lochte to seek treatment for alcohol addiction: report https://t.co/xQ7xh1JHP4,80
80,0.1531,Sat Oct 06 06:45:00 +0000 2018,0.89,0.0,0.11,Fox News,"Police union leader blasts Van Dyke verdict, says it resulted from 'sham trial' https://t.co/pQzmbtzpB4",81
81,0.0,Sat Oct 06 06:38:00 +0000 2018,1.0,0.0,0.0,Fox News,America Speaks Out: @FoxNewsNight sent crews out in cities across the country Friday to ask whether the Kavanaugh c… https://t.co/Y31mWUpng4,82
82,0.5574,Sat Oct 06 06:34:26 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/4Qes0jO9h8,83
83,0.0,Sat Oct 06 06:31:00 +0000 2018,1.0,0.0,0.0,Fox News,"Astros hit 4 HRs, down Indians 7-2 in ALDS opener https://t.co/Aau0aQUx0o",84
84,-0.3182,Sat Oct 06 06:24:00 +0000 2018,0.837,0.163,0.0,Fox News,".@KristySwansonXO: “I have a hard time understanding all these protests by women and the marches, and I don’t get i… https://t.co/ZCuy1Skw9n",85
85,0.0,Sat Oct 06 06:17:00 +0000 2018,1.0,0.0,0.0,Fox News,"HEADS UP: In advance of Fleet Week performances, Team Oracle aerobatics pilot Sean D. Tucker and the @USNavy Blue A… https://t.co/BHcFznt9pC",86
86,0.6908,Sat Oct 06 06:10:00 +0000 2018,0.749,0.0,0.251,Fox News,.@robertjeffress on Evangelicals supporting @POTUS: “No faith has ever done more to elevate the status of women tha… https://t.co/FSL0TLoF8K,87
87,0.0,Sat Oct 06 06:03:00 +0000 2018,1.0,0.0,0.0,Fox News,"Tourist gets 'red dragon' massage in Bali, ends up with painful-looking red marks across back https://t.co/swKu4XxBR8",88
88,0.0,Sat Oct 06 05:56:00 +0000 2018,1.0,0.0,0.0,Fox News,".@robertjeffress on Kavanaugh: “He is not a radical, and I think those who expect Judge Kavanaugh to suddenly start… https://t.co/UJZ8OhDZBY",89
89,-0.4019,Sat Oct 06 05:49:00 +0000 2018,0.748,0.252,0.0,Fox News,"'Grow Up': @SenOrrinHatch Waves Away Female Protesters Who 
Confronted Him About Kavanaugh https://t.co/ZYUtRMZtFI",90
90,-0.4585,Sat Oct 06 05:42:00 +0000 2018,0.842,0.158,0.0,Fox News,".@RandyEBarnett: “If I were a progressive, I would not be happy with what’s happening now. So I really don’t blame… https://t.co/BsViM6mTMq",91
91,0.6908,Sat Oct 06 05:35:00 +0000 2018,0.759,0.0,0.241,Fox News,".@seanhannity: ""She bravely restored common sense, decency to the U.S. Senate today and led by example, and she had… https://t.co/hEaHNWhINg",92
92,0.5574,Sat Oct 06 05:35:00 +0000 2018,0.806,0.0,0.194,Fox News,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/2QsMQIBul1,93
93,0.1027,Sat Oct 06 05:28:00 +0000 2018,0.702,0.14,0.158,Fox News,.@TheJuanWilliams: “I think there’s gonna be damage to the Supreme Court — and anything that Judge Kavanaugh touche… https://t.co/FGUCG7c17R,94
94,-0.5994,Sat Oct 06 05:22:00 +0000 2018,0.671,0.329,0.0,Fox News,"Suspected Senate Doxxer had secret Twitter account repeatedly attacking GOP, Kavanaugh https://t.co/os17lLqc32",95
